LOAD kn,STRAIN1 mm
1.870286,0.106018
1.865554,0.10595
1.874423,0.106048
1.878464,0.106269
1.875162,0.106213
1.885754,0.106415
1.891083,0.106591
1.887602,0.106624
1.897293,0.106717
1.89746,0.106972
1.89724,0.107058
1.898277,0.10704
1.900065,0.107181
1.892191,0.107201
1.903868,0.107357
1.903361,0.107373
1.900101,0.107404
1.91009,0.107504
1.910007,0.107589
1.904708,0.107655
1.914924,0.107789
1.912093,0.107721
1.909822,0.10771
1.918471,0.107863
1.911563,0.107916
1.914877,0.107913
1.921618,0.107986
1.914501,0.108008
1.915944,0.108091
1.925486,0.10824
1.927334,0.108285
1.926589,0.108364
1.93426,0.108583
1.934361,0.108471
1.935804,0.108651
1.948577,0.108784
1.93705,0.108818
1.944041,0.108941
1.948065,0.109143
1.940334,0.109168
1.94689,0.109157
1.946765,0.109234
1.941133,0.109242
1.948845,0.109271
1.957953,0.109428
1.948726,0.109449
1.95784,0.109608
1.962537,0.109796
1.961803,0.109766
1.974946,0.109997
1.980942,0.11017
1.972854,0.110198
1.978278,0.110429
1.980364,0.110472
1.979613,0.110464
1.981634,0.11058
1.98108,0.110798
1.976299,0.110663
1.986617,0.110753
1.992476,0.110966
1.98468,0.110943
1.994276,0.111058
1.996726,0.111199
1.994407,0.11128
2.004844,0.111542
2.009058,0.11154
2.005702,0.111588
2.013481,0.111802
2.013516,0.111879
2.010787,0.111859
2.022606,0.112165
2.023435,0.112282
2.022213,0.112227
2.030253,0.112582
2.022707,0.112468
2.020389,0.112598
2.02865,0.112705
2.026951,0.112627
2.027202,0.112768
2.043039,0.112993
2.037883,0.113029
2.035302,0.113042
2.044857,0.113282
2.037412,0.113194
2.041274,0.113184
2.047688,0.113433
2.044052,0.113393
2.048039,0.113473
2.057856,0.113574
2.052242,0.113821
2.0567,0.113879
2.065164,0.11398
2.058542,0.113985
2.06061,0.113982
2.064031,0.114139
2.066928,0.114365
2.07054,0.114424
2.082133,0.114585
2.077186,0.114696
2.085745,0.114778
2.090704,0.115031
2.080327,0.114841
2.082562,0.115074
2.08528,0.115195
2.076536,0.115201
2.080774,0.115181
2.08407,0.115189
2.074963,0.115274
2.087009,0.115309
2.090585,0.115459
2.085316,0.115455
2.097225,0.115607
2.102172,0.1157
2.099186,0.115713
2.112913,0.115883
2.116621,0.116061
2.116138,0.116126
2.1245,0.116368
2.127135,0.116582
2.118856,0.116587
2.126276,0.116717
2.117181,0.116704
2.114969,0.116757
2.126789,0.11682
2.122152,0.116929
2.11696,0.116836
2.122992,0.116957
2.118289,0.116896
2.117527,0.116734
2.128911,0.117125
2.127939,0.117204
2.132553,0.117119
2.14321,0.117239
2.144033,0.117451
2.149504,0.117588
2.16102,0.117806
2.156299,0.117834
2.157718,0.117825
2.159321,0.118129
2.151895,0.117994
2.15714,0.11819
2.161551,0.118347
2.158028,0.11829
2.158689,0.118375
